"gene","module","module_color"
"PDLIM3",1,"turquoise"
"UBA3",4,"yellow"
"ABCD2",1,"turquoise"
"gga-mir-1747",1,"turquoise"
"B4GALT6",1,"turquoise"
"RORB",2,"blue"
"NMRK1",1,"turquoise"
"CARNMT1",1,"turquoise"
"TRPM6",5,"green"
"ECHDC1",1,"turquoise"
"PRPF40A",1,"turquoise"
"TTC33",1,"turquoise"
"BHLHE40",4,"yellow"
"STN1",1,"turquoise"
"FGL2",2,"blue"
"FAM185A",1,"turquoise"
"ADAMTSL5",1,"turquoise"
"SAMD12",1,"turquoise"
"LTBP2",2,"blue"
"TIPARP",8,"pink"
"ZDHHC17",1,"turquoise"
"PARN",2,"blue"
"TKT",3,"brown"
"ADAMTS19",2,"blue"
"RPL9",1,"turquoise"
"ACKR2",4,"yellow"
"DENND2D",1,"turquoise"
"BRD2",1,"turquoise"
"SEPT5",5,"green"
"SCAMP2",1,"turquoise"
"MAP3K13",2,"blue"
"SEC14L1",1,"turquoise"
"FBXL20",1,"turquoise"
"TIMM9",1,"turquoise"
"MYLK",6,"red"
"ACAT1",4,"yellow"
"HACD2",2,"blue"
"BRF1",1,"turquoise"
"TRMT6",1,"turquoise"
"AFF2",1,"turquoise"
"SYBU",1,"turquoise"
"CHKA",1,"turquoise"
"FDX1",2,"blue"
"BEST1",1,"turquoise"
"TVP23A",1,"turquoise"
"KIF5B",8,"pink"
"MB21D2",2,"blue"
"CASP10",1,"turquoise"
"CEP104",1,"turquoise"
"PBX3",1,"turquoise"
"MAPKAP1",1,"turquoise"
"ADGRG1",2,"blue"
"ANKRD13B",3,"brown"
"CEP162",1,"turquoise"
"SYNCRIP",1,"turquoise"
"SNX14",0,"grey"
"MGST3",1,"turquoise"
"LRRC52",9,"magenta"
"IL11RA",1,"turquoise"
"PPDPF",1,"turquoise"
"FMNL2",4,"yellow"
"DENND5A",1,"turquoise"
"SLC7A5",3,"brown"
"MPDZ",3,"brown"
"FASN",2,"blue"
"KCNE5",1,"turquoise"
"SNORD14",1,"turquoise"
"GPAT2",1,"turquoise"
"MAL2",1,"turquoise"
"DRD4",4,"yellow"
"C22orf39",1,"turquoise"
"TLDC1",2,"blue"
"ZMYND12",1,"turquoise"
"GPT2",4,"yellow"
"MTSS1",3,"brown"
"ATXN1",1,"turquoise"
"MYLIP",2,"blue"
"DTNBP1",1,"turquoise"
"JARID2",6,"red"
"RNF182",8,"pink"
"HTT",1,"turquoise"
"HSD17B4",4,"yellow"
"WDCP",3,"brown"
"NR5A2",3,"brown"
"SNX1",8,"pink"
"VAC14",5,"green"
"SIL1",1,"turquoise"
"WDR24",4,"yellow"
"MAP3K5",2,"blue"
"MNS1",7,"black"
"TMOD4",1,"turquoise"
"PRKCI",1,"turquoise"
"CAPN2",2,"blue"
"PRDX3",2,"blue"
"RGS6",1,"turquoise"
"RGS20",4,"yellow"
"HOXA4",3,"brown"
"ADAM22",5,"green"
"FAM3C",1,"turquoise"
"USP33",1,"turquoise"
"TRMT61B",2,"blue"
"HAGHL",2,"blue"
"KIFAP3",1,"turquoise"
"TCEANC",8,"pink"
"SCARA5",1,"turquoise"
"ESCO2",1,"turquoise"
"PBK",1,"turquoise"
"CCDC25",1,"turquoise"
"DPY19L4",3,"brown"
"INTS9",1,"turquoise"
"POPDC2",1,"turquoise"
"F2R",8,"pink"
"RBBP8",1,"turquoise"
"COX17",2,"blue"
"F2RL1",3,"brown"
"MSH3",1,"turquoise"
"UFL1",2,"blue"
"KCNK1",2,"blue"
"OSBPL3",3,"brown"
"TARBP1",1,"turquoise"
"SLC35F3",6,"red"
"ELL2",3,"brown"
"RHOBTB3",8,"pink"
"CLSTN3",1,"turquoise"
"TTC37",3,"brown"
"ARSK",1,"turquoise"
"PRRG3",1,"turquoise"
"ATXN7L1",1,"turquoise"
"MEST",1,"turquoise"
"PPP1R8",1,"turquoise"
"TM9SF3",2,"blue"
"PM20D1",7,"black"
"VEZF1",1,"turquoise"
"MRGBP",9,"magenta"
"SLC41A1",3,"brown"
"LRRC41",3,"brown"
"ARHGEF26",3,"brown"
"GPATCH2L",4,"yellow"
"POMGNT1",1,"turquoise"
"RAD54L",1,"turquoise"
"P2RY1",0,"grey"
"CCDC134",1,"turquoise"
"MNAT1",6,"red"
"PPM1A",1,"turquoise"
"CENPM",1,"turquoise"
"AVEN",1,"turquoise"
"CHRM5",2,"blue"
"COL1A2",2,"blue"
"ESRRG",5,"green"
"CCL20",5,"green"
"NUP85",8,"pink"
"TRPC5",3,"brown"
"PIAS1",2,"blue"
"GRID1",2,"blue"
"DDX17",1,"turquoise"
"CALML4",1,"turquoise"
"TBX6",4,"yellow"
"C5orf24",1,"turquoise"
"SHH",1,"turquoise"
"SUDS3",4,"yellow"
"TAOK3",1,"turquoise"
"SLC29A4",5,"green"
"KLHL21",3,"brown"
"BICC1",1,"turquoise"
"CPNE8",3,"brown"
"SGSH",8,"pink"
"PCNT",2,"blue"
"PGPEP1L",4,"yellow"
"PRKAR2A",1,"turquoise"
"GATAD2A",1,"turquoise"
"KCTD7",1,"turquoise"
"DEF6",4,"yellow"
"LZIC",1,"turquoise"
"U2SURP",1,"turquoise"
"ATG14",2,"blue"
"ZBTB38",1,"turquoise"
"TBC1D22A",3,"brown"
"NPL",4,"yellow"
"MTHFR",7,"black"
"SH2B3",2,"blue"
"FBXL18",3,"brown"
"TAX1BP3",9,"magenta"
"PHOSPHO1",4,"yellow"
"GTF3C4",4,"yellow"
"DHDH",1,"turquoise"
"RNF165",1,"turquoise"
"ARL4C",3,"brown"
"PDCD7",3,"brown"
"SNRNP25",1,"turquoise"
"ZNF362",2,"blue"
"PGF",2,"blue"
"RBM38",4,"yellow"
"CHD7",1,"turquoise"
"TCTN2",1,"turquoise"
"MIS18A",1,"turquoise"
"MYBL1",1,"turquoise"
"MICU3",1,"turquoise"
"ZNF516",3,"brown"
"TMEM64",1,"turquoise"
"PUM1",2,"blue"
"IRX3",1,"turquoise"
"ATF4",1,"turquoise"
"MPPED2",1,"turquoise"
"KTN1",1,"turquoise"
"DNAJC24",1,"turquoise"
"ELOVL6",3,"brown"
"ATG12",2,"blue"
"AHSG",1,"turquoise"
"ITPKA",3,"brown"
"PHF14",1,"turquoise"
"HECTD2",4,"yellow"
"SNORA75",1,"turquoise"
"NMNAT1",3,"brown"
"NDUFS1",8,"pink"
"FBXO48",1,"turquoise"
"DPH7",1,"turquoise"
"PLEK",3,"brown"
"DYNLRB2",1,"turquoise"
"RABIF",2,"blue"
"CASP8AP2",1,"turquoise"
"RPL8",1,"turquoise"
"ZNF106",1,"turquoise"
"COQ8A",5,"green"
"MTMR1",4,"yellow"
"EHD3",1,"turquoise"
"HOOK1",6,"red"
"PAQR3",3,"brown"
"DDX24",1,"turquoise"
"BMP2K",9,"magenta"
"G3BP2",1,"turquoise"
"RRM1",1,"turquoise"
"TMTC1",6,"red"
"YWHAG",7,"black"
"IPO8",1,"turquoise"
"TPBG",2,"blue"
"LRRC71",1,"turquoise"
"SCARB1",1,"turquoise"
"GADD45G",2,"blue"
"SNORD16",5,"green"
"C2CD2L",1,"turquoise"
"PMS1",1,"turquoise"
"SLC5A12",3,"brown"
"SIM1",3,"brown"
"ASCC3",2,"blue"
"PTGFRN",1,"turquoise"
"RPN2",8,"pink"
"IL15",1,"turquoise"
"LEMD3",4,"yellow"
"NT5C1A",3,"brown"
"UBE2F",3,"brown"
"CYFIP2",5,"green"
"GMIP",2,"blue"
"ARSA",1,"turquoise"
"GRK3",1,"turquoise"
"DDA1",3,"brown"
"CEBPZ",1,"turquoise"
"ACER3",3,"brown"
"ENTPD4",3,"brown"
"IPO9",1,"turquoise"
"SLC6A17",8,"pink"
"PEPD",3,"brown"
"GTSE1",1,"turquoise"
"NGEF",3,"brown"
"MED12",1,"turquoise"
"CHD2",1,"turquoise"
"WEE1",1,"turquoise"
"ETV5",4,"yellow"
"TRAF7",3,"brown"
"PKD2L1",4,"yellow"
"VILL",1,"turquoise"
"CMTR1",1,"turquoise"
"EIF2B3",1,"turquoise"
"MDGA1",4,"yellow"
"UBE2G1",1,"turquoise"
"GRAMD1B",3,"brown"
"STRA6",2,"blue"
"POLE4",2,"blue"
"SERGEF",1,"turquoise"
"PKN2",1,"turquoise"
"ARHGAP21",1,"turquoise"
"AIFM3",4,"yellow"
"TP53BP1",1,"turquoise"
"USP35",1,"turquoise"
"PCSK6",4,"yellow"
"QDPR",4,"yellow"
"RND2",3,"brown"
"GRK7",1,"turquoise"
"MTA1",1,"turquoise"
"PWWP2A",2,"blue"
"LY96",6,"red"
"TRPA1",3,"brown"
"ITGA3",2,"blue"
"SLC39A3",1,"turquoise"
"CDK2",9,"magenta"
"PAQR9",1,"turquoise"
"DDX51",1,"turquoise"
"MIGA2",4,"yellow"
"RBM33",1,"turquoise"
"SLC22A23",0,"grey"
"PXDC1",3,"brown"
"SVOPL",3,"brown"
"MIEN1",5,"green"
"MSTO1",2,"blue"
"DAP3",1,"turquoise"
"SNORD81",1,"turquoise"
"MOCOS",3,"brown"
"KIAA0319",2,"blue"
"POLA1",1,"turquoise"
"GCLC",1,"turquoise"
"ELOVL5",8,"pink"
"PTBP3",1,"turquoise"
"RNF4",9,"magenta"
"SNX30",1,"turquoise"
"HSDL2",3,"brown"
"SH3BP2",3,"brown"
"ADD1",3,"brown"
"CENPN",5,"green"
"SPTLC1",6,"red"
"PYGL",4,"yellow"
"PPIL4",9,"magenta"
"TRIM9",5,"green"
"NIN",1,"turquoise"
"THSD7B",3,"brown"
"PARVB",8,"pink"
"GABRA4",1,"turquoise"
"GPR155",1,"turquoise"
"LAMTOR2",1,"turquoise"
"PDCD10",5,"green"
"CDK6",2,"blue"
"SERPINI1",2,"blue"
"EFCAB1",1,"turquoise"
"INPP5B",1,"turquoise"
"PPM1J",2,"blue"
"NUTF2",1,"turquoise"
"NARF",3,"brown"
"DVL1",1,"turquoise"
"SGCB",6,"red"
"ALDH8A1",4,"yellow"
"GSTZ1",1,"turquoise"
"RASGRP3",2,"blue"
"TMTC4",4,"yellow"
"PCCA",3,"brown"
"TM9SF2",4,"yellow"
"ADARB1",1,"turquoise"
"SSRP1",1,"turquoise"
"TCERG1",1,"turquoise"
"EPHX1",1,"turquoise"
"CHN1",5,"green"
"TELO2",6,"red"
"TNIK",3,"brown"
"THOC7",1,"turquoise"
"BACE1",3,"brown"
"MTIF2",1,"turquoise"
"RBM6",1,"turquoise"
"CDK9",1,"turquoise"
"SLC7A6OS",4,"yellow"
"PRR15L",1,"turquoise"
"ZNF703",1,"turquoise"
"DEAF1",4,"yellow"
"ERAL1",4,"yellow"
"NEMP2",1,"turquoise"
"ANAPC5",2,"blue"
"PROX1",3,"brown"
"ATOX1",1,"turquoise"
"VPS26A",1,"turquoise"
"STOX2",1,"turquoise"
"RNF111",1,"turquoise"
"ADA",1,"turquoise"
"MON2",2,"blue"
"IRF2",3,"brown"
"ORMDL3",6,"red"
"CRABP2",2,"blue"
"DCUN1D2",4,"yellow"
"C1orf109",1,"turquoise"
"APH1A",1,"turquoise"
"LARP1",1,"turquoise"
"DCP2",4,"yellow"
"AZI2",1,"turquoise"
"HAL",5,"green"
"COMMD8",2,"blue"
"DDX31",3,"brown"
"IL13RA1",5,"green"
"AAGAB",7,"black"
"CLCC1",4,"yellow"
"NPS",1,"turquoise"
"TUFT1",1,"turquoise"
"NOCT",1,"turquoise"
"AMPH",1,"turquoise"
"SDF2",1,"turquoise"
"METRN",2,"blue"
"PHYH",1,"turquoise"
"UBP1",6,"red"
"SURF6",3,"brown"
"CENPL",1,"turquoise"
"NKD1",3,"brown"
"KIAA0100",1,"turquoise"
"A1CF",4,"yellow"
"UPF2",1,"turquoise"
"BLCAP",3,"brown"
"APPL2",4,"yellow"
"PGGHG",5,"green"
"TRAF3IP1",5,"green"
"LIPC",1,"turquoise"
"MRM2",4,"yellow"
"IFITM5",8,"pink"
"gga-let-7d",1,"turquoise"
"gga-let-7f",1,"turquoise"
"gga-mir-135a-1",1,"turquoise"
"gga-mir-138-2",1,"turquoise"
"USB1",1,"turquoise"
"BLB2",1,"turquoise"
"KRAS",1,"turquoise"
"PAX3",3,"brown"
"CARMIL2",4,"yellow"
"PANX3",4,"yellow"
"CDH1",4,"yellow"
"CERS5",1,"turquoise"
"USP54",1,"turquoise"
"IFT172",3,"brown"
"MRPL47",1,"turquoise"
"SF3B6",2,"blue"
"TP53I3",1,"turquoise"
"GPN1",1,"turquoise"
"ITSN2",2,"blue"
"TBX1",5,"green"
"gga-mir-6614",1,"turquoise"
"ITPRIP",6,"red"
"gga-mir-1600",1,"turquoise"
"ABCA1",3,"brown"
"DDHD1",1,"turquoise"
"PPP2R5A",4,"yellow"
"CLGN",3,"brown"
"MOB2",7,"black"
"P3H4",1,"turquoise"
"SRGAP1",4,"yellow"
"ITGA2",1,"turquoise"
"METTL16",4,"yellow"
"DCBLD1",1,"turquoise"
"MOCS2",4,"yellow"
"FST",1,"turquoise"
"KIAA1524",1,"turquoise"
"NECTIN3",1,"turquoise"
"TMEM175",2,"blue"
"DYNC1I1",3,"brown"
"RASGRF1",4,"yellow"
"PAK1IP1",3,"brown"
"LAMTOR3",1,"turquoise"
"LRMP",7,"black"
"WASF2",5,"green"
"MEX3A",4,"yellow"
"ARHGAP18",6,"red"
"SLX4",1,"turquoise"
"NPHP1",8,"pink"
"PGGT1B",3,"brown"
"RELN",1,"turquoise"
"IGF2R",2,"blue"
"AKT1",1,"turquoise"
"ADAMTS3",1,"turquoise"
"CTDSPL2",1,"turquoise"
"TPCN3",1,"turquoise"
"CWC27",1,"turquoise"
"RBX1",7,"black"
"EP300",1,"turquoise"
"USP53",1,"turquoise"
"SYNPO2",8,"pink"
"SEC24D",4,"yellow"
"UPP1",3,"brown"
"SH3GL3",4,"yellow"
"TPRA1",2,"blue"
"ARPC5L",2,"blue"
"UCKL1",5,"green"
"RBBP6",1,"turquoise"
"STK26",2,"blue"
"BTBD2",3,"brown"
"BICDL1",2,"blue"
"CEP164",7,"black"
"CLDN2",4,"yellow"
"PSMD6",4,"yellow"
"gga-mir-6617",1,"turquoise"
"SNTB1",3,"brown"
"H-RAS",1,"turquoise"
"THAP12",1,"turquoise"
"WNT11",1,"turquoise"
"EXT2",2,"blue"
"PAF1",1,"turquoise"
"RBP1",1,"turquoise"
"SCNM1",3,"brown"
"SMURF2",4,"yellow"
"YARS",1,"turquoise"
"NPTX2",6,"red"
"TMEM130",2,"blue"
"PPP1R16B",3,"brown"
"RPL5",1,"turquoise"
"TRMT2B",1,"turquoise"
"C7orf26",4,"yellow"
"ADAL",1,"turquoise"
"MINOS1",2,"blue"
"HS2ST1",5,"green"
"MED23",1,"turquoise"
"DNA2",5,"green"
"CRYBA1",1,"turquoise"
"PTGES3",1,"turquoise"
"PAXBP1",1,"turquoise"
"VCL",3,"brown"
"NUP210",2,"blue"
"FAM102A",4,"yellow"
"MPP1",2,"blue"
"AP3M1",3,"brown"
"TNFRSF11A",2,"blue"
"PRKAR2B",3,"brown"
"MMP16",1,"turquoise"
"HCK",1,"turquoise"
"MYH11",9,"magenta"
"TRPM5",1,"turquoise"
"NCAPG2",1,"turquoise"
"CBX1",5,"green"
"MFSD5",2,"blue"
"CTNNBL1",1,"turquoise"
"NSUN2",1,"turquoise"
"PTBP1",1,"turquoise"
"AKAP8L",1,"turquoise"
"ENDOU",1,"turquoise"
"SLC4A1",1,"turquoise"
"TEKT2",3,"brown"
"LVRN",7,"black"
"NUBP2",6,"red"
"GALK1",1,"turquoise"
"EZH2",6,"red"
"C14orf132",1,"turquoise"
"POLR2I",1,"turquoise"
"PMM1",1,"turquoise"
"IFNAR1",1,"turquoise"
"GHITM",1,"turquoise"
"FBXO38",1,"turquoise"
"EFNA2",2,"blue"
"PXMP4",2,"blue"
"PSMA4",7,"black"
"SUGP2",1,"turquoise"
"E2F1",1,"turquoise"
"CYTH3",1,"turquoise"
"CWC22",1,"turquoise"
"ZNF804B",7,"black"
"TM2D1",1,"turquoise"
"ANKMY2",3,"brown"
"USP24",1,"turquoise"
"TMEM61",1,"turquoise"
"BZW2",4,"yellow"
"ATP6AP1",4,"yellow"
"FKBP15",1,"turquoise"
"EIF4E",7,"black"
"PPIE",1,"turquoise"
"PANK2",1,"turquoise"
"COL9A1",1,"turquoise"
"RNF149",1,"turquoise"
"TBC1D8",1,"turquoise"
"NPAS2",1,"turquoise"
"RPL31",1,"turquoise"
"PDCL3",3,"brown"
"RBM43",2,"blue"
"LYPD6",1,"turquoise"
"MMADHC",2,"blue"
"IL2RB",4,"yellow"
"gga-mir-1715",1,"turquoise"
"CREBL2",1,"turquoise"
"TIMP3",4,"yellow"
"DCLRE1B",3,"brown"
"CDCP1",1,"turquoise"
"SEMA3C",1,"turquoise"
"ELOVL7",1,"turquoise"
"ERCC8",1,"turquoise"
"KIF2A",1,"turquoise"
"SIGMAR1",1,"turquoise"
"SAP30L",1,"turquoise"
"XPA",1,"turquoise"
"PTPN1",4,"yellow"
"SLC25A19",2,"blue"
"KLHDC10",3,"brown"
"CEBPB",7,"black"
"GRB2",1,"turquoise"
"SNAI1",4,"yellow"
"LYRM7",1,"turquoise"
"ENGASE",4,"yellow"
"ATF7IP",4,"yellow"
"SYNE2",2,"blue"
"BRIP1",1,"turquoise"
"KCNAB2",3,"brown"
"DSP",5,"green"
"RANBP3",1,"turquoise"
"PER3",1,"turquoise"
"VAMP3",1,"turquoise"
"RABGAP1",1,"turquoise"
"SLC22A16",3,"brown"
"HERPUD1",1,"turquoise"
"PEX10",1,"turquoise"
"PRSS12",6,"red"
"SKI",1,"turquoise"
"GLDC",1,"turquoise"
"KIAA2026",1,"turquoise"
"JUP",2,"blue"
"PITPNM3",2,"blue"
"NPTX1",4,"yellow"
"HPS1",2,"blue"
"APOA4",1,"turquoise"
"MLEC",1,"turquoise"
"ZPR1",1,"turquoise"
"PSCA",1,"turquoise"
"MYL6",1,"turquoise"
"HTR7",1,"turquoise"
"CFAP70",2,"blue"
"ADGRD1",4,"yellow"
"RET",4,"yellow"
"TSPAN2",2,"blue"
"C26H6ORF125",2,"blue"
"AARSD1",1,"turquoise"
"SCAPER",1,"turquoise"
"BNIP1",3,"brown"
"CASZ1",3,"brown"
"ZCCHC8",1,"turquoise"
"TBC1D5",2,"blue"
"TOP1",1,"turquoise"
"MED27",1,"turquoise"
"NUP155",1,"turquoise"
"NAGLU",1,"turquoise"
"SYPL2",2,"blue"
"DUSP5",5,"green"
"CFAP45",6,"red"
"SRPRA",5,"green"
"FGF12",1,"turquoise"
"DALRD3",2,"blue"
"SCARNA7",1,"turquoise"
"CDKAL1",8,"pink"
"ZC4H2",1,"turquoise"
"DHX30",1,"turquoise"
"CCKBR",2,"blue"
"DNAL4",2,"blue"
"BMF",1,"turquoise"
"UBE2D2",4,"yellow"
"gga-mir-1627",1,"turquoise"
"ARHGEF10L",4,"yellow"
"PPARD",4,"yellow"
"CHP1",1,"turquoise"
"SMNDC1",1,"turquoise"
"ENTPD6",1,"turquoise"
"NSUN6",3,"brown"
"SNX19",1,"turquoise"
"TRIP13",1,"turquoise"
"ARHGEF6",6,"red"
"EFHD1",1,"turquoise"
"TTC1",1,"turquoise"
"MND1",1,"turquoise"
"CRLS1",1,"turquoise"
"ELMOD1",2,"blue"
"LGALSL",2,"blue"
"SLC35F2",3,"brown"
"MVK",2,"blue"
"GYS2",1,"turquoise"
"NACC2",6,"red"
"MRPL22",1,"turquoise"
"CACNG5",3,"brown"
"MCEE",4,"yellow"
"CALR3",2,"blue"
"SIAH1",6,"red"
"CHCHD10",1,"turquoise"
"PCNX1",1,"turquoise"
"PKP1",1,"turquoise"
"NUDT5",3,"brown"
"CCNK",5,"green"
"TANK",6,"red"
"COPS4",7,"black"
"LIN54",1,"turquoise"
"RBMS1",4,"yellow"
"RIPK4",2,"blue"
"CEBPD",1,"turquoise"
"EDC3",2,"blue"
"RIMKLB",1,"turquoise"
"TMEM255A",1,"turquoise"
"PTK7",2,"blue"
"FETUB",4,"yellow"
"CACNA2D3",4,"yellow"
"WNT9A",1,"turquoise"
"DHRS11",7,"black"
"BCO1",1,"turquoise"
"ERMP1",6,"red"
"VWA1",1,"turquoise"
"PHF20",1,"turquoise"
"VPS26B",1,"turquoise"
"SCIN",5,"green"
"GREM2",1,"turquoise"
"SSBP3",2,"blue"
"CHRM3",1,"turquoise"
"LRRC8C",4,"yellow"
"XYLB",4,"yellow"
"ABCC8",8,"pink"
"DPEP1",1,"turquoise"
"RPL13",1,"turquoise"
"HID1",1,"turquoise"
"TSHZ2",4,"yellow"
"ZDHHC15",1,"turquoise"
"GXYLT2",1,"turquoise"
"AP2B1",3,"brown"
"LARP4",1,"turquoise"
"PMAIP1",1,"turquoise"
"CEP57",1,"turquoise"
"MTMR2",4,"yellow"
"FAM76B",1,"turquoise"
"ENDOD1",3,"brown"
"CWC15",1,"turquoise"
"AMOTL1",4,"yellow"
"PMEPA1",1,"turquoise"
"GSR",1,"turquoise"
"MEF2D",1,"turquoise"
"DAG1",4,"yellow"
"HSDL1",1,"turquoise"
"KHDRBS1",7,"black"
"HSD17B12",2,"blue"
"ADGRL2",2,"blue"
"ANKRD33B",1,"turquoise"
"COX14",2,"blue"
"COX5B",1,"turquoise"
"ARF6",4,"yellow"
"CIDEC",4,"yellow"
"TTYH2",9,"magenta"
"DNAJC17",7,"black"
"CMIP",1,"turquoise"
"ZNF395",1,"turquoise"
"TAF8",4,"yellow"
"RGL1",3,"brown"
"ULK2",3,"brown"
"DPAGT1",2,"blue"
"ZFAND4",1,"turquoise"
"DGCR2",1,"turquoise"
"HMCES",2,"blue"
"USP8",6,"red"
"ENTPD3",4,"yellow"
"gga-mir-365-2",1,"turquoise"
"gga-mir-21",4,"yellow"
"VPS9D1",1,"turquoise"
"WDR86",1,"turquoise"
"SNORD5",1,"turquoise"
"NCOA1",3,"brown"
"PAPD7",1,"turquoise"
"SRD5A1",2,"blue"
"ACTN1",2,"blue"
"RRP12",1,"turquoise"
"gga-mir-6667",1,"turquoise"
"PRMT7",1,"turquoise"
"DPP4",3,"brown"
"METTL14",1,"turquoise"
"DDO",4,"yellow"
"XPNPEP3",3,"brown"
"UHRF2",1,"turquoise"
"CDK19",4,"yellow"
"JKAMP",1,"turquoise"
"STK38L",1,"turquoise"
"ARNTL2",5,"green"
"GFM1",1,"turquoise"
"SNORD89",1,"turquoise"
"GXYLT1",4,"yellow"
"NMD3",1,"turquoise"
"PPM1L",4,"yellow"
"TNRC6C",4,"yellow"
"NUDCD2",1,"turquoise"
"E2F4",1,"turquoise"
"ARFGEF3",7,"black"
"GTF2A1",1,"turquoise"
"INTS12",4,"yellow"
"GSTCD",3,"brown"
"HEATR5B",1,"turquoise"
"TCF3",1,"turquoise"
"STON2",1,"turquoise"
"DIS3",1,"turquoise"
"MZT1",1,"turquoise"
"TDRD3",1,"turquoise"
"DIAPH3",8,"pink"
"TLR5",6,"red"
"GATAD1",2,"blue"
"BRWD1",1,"turquoise"
"PSMG1",5,"green"
"C1orf198",1,"turquoise"
"UBE2V2",1,"turquoise"
"SNX27",6,"red"
"TP73",6,"red"
"HOXA11",2,"blue"
"MAPK11",2,"blue"
"GLB1",4,"yellow"
"C1orf115",1,"turquoise"
"KIAA1143",8,"pink"
"FBN1",3,"brown"
"TIMM8A",6,"red"
"SLC27A4",6,"red"
"TIMP4",2,"blue"
"NGLY1",2,"blue"
"SRSF11",1,"turquoise"
"TOP2B",1,"turquoise"
"LRRC40",6,"red"
"RAB4A",1,"turquoise"
"SLC44A3",1,"turquoise"
"CCM2",6,"red"
"SRRD",1,"turquoise"
"NTHL1",9,"magenta"
"ARSI",3,"brown"
"CTR9",1,"turquoise"
"HEYL",5,"green"
"ATP11A",2,"blue"
"HMG20A",2,"blue"
"TAF15",3,"brown"
"NCOA4",6,"red"
"UBALD1",2,"blue"
"CDC23",2,"blue"
"RAB11A",4,"yellow"
"TLL2",2,"blue"
"RGP1",1,"turquoise"
"PSPH",4,"yellow"
"HEATR6",1,"turquoise"
"LFNG",1,"turquoise"
"PSME3",1,"turquoise"
"PTGS2",1,"turquoise"
"LRP12",1,"turquoise"
"MYC",4,"yellow"
"RABGAP1L",1,"turquoise"
"LRRC8A",1,"turquoise"
"PPP1CC",1,"turquoise"
"NCOA3",1,"turquoise"
"gga-mir-30e",1,"turquoise"
"SERPINB1",1,"turquoise"
"GALNS",3,"brown"
"MITF",3,"brown"
"LANCL3",7,"black"
"PRRG1",9,"magenta"
"PHF3",1,"turquoise"
"CYBB",1,"turquoise"
"XK",2,"blue"
"SYT2",3,"brown"
"ZNHIT3",3,"brown"
"RGS17",6,"red"
"CBLL1",1,"turquoise"
"RASSF9",1,"turquoise"
"ACYP2",1,"turquoise"
"NME3",6,"red"
"AKIRIN2",6,"red"
"NR4A3",1,"turquoise"
"SEC61B",1,"turquoise"
"GPR161",4,"yellow"
"TIPRL",4,"yellow"
"TBX19",1,"turquoise"
"RAB3GAP1",3,"brown"
"UNC5C",1,"turquoise"
"CBY1",2,"blue"
"SNTG1",1,"turquoise"
"TBXAS1",4,"yellow"
"PDHB",1,"turquoise"
"TOP1MT",8,"pink"
"TMEM55A",1,"turquoise"
"SLAIN2",2,"blue"
"MRPS26",1,"turquoise"
"PPP1R13B",1,"turquoise"
"ANKS1B",2,"blue"
"PTPMT1",1,"turquoise"
"NXT2",1,"turquoise"
"HSPD1",2,"blue"
"BIN1",3,"brown"
"SUFU",1,"turquoise"
"SDAD1",1,"turquoise"
"ANKS3",2,"blue"
"LRP11",1,"turquoise"
"HIPK2",3,"brown"
"SMDT1",9,"magenta"
"SLC38A6",7,"black"
"LRP2BP",1,"turquoise"
"NEK6",8,"pink"
"ITM2C",1,"turquoise"
"SMO",1,"turquoise"
"NPRL3",1,"turquoise"
"EFNB1",2,"blue"
"MKLN1",1,"turquoise"
"PIK3C3",2,"blue"
"PPFIA1",1,"turquoise"
"ERGIC2",1,"turquoise"
"C3orf14",1,"turquoise"
"PGS1",2,"blue"
"TMEM268",4,"yellow"
"COQ5",1,"turquoise"
"SMIM4",2,"blue"
"CTDP1",4,"yellow"
"ATP2B4",1,"turquoise"
"SLC46A1",1,"turquoise"
"BCL7A",1,"turquoise"
"ASB6",4,"yellow"
"TNS4",2,"blue"
"MICU1",1,"turquoise"
"UQCRQ",1,"turquoise"
"MYO7B",1,"turquoise"
"CORO2A",4,"yellow"
"SLC25A24",2,"blue"
"HIPK1",1,"turquoise"
"ZSWIM8",1,"turquoise"
"SERPINE2",3,"brown"
"KCTD10",1,"turquoise"
"CLTC",2,"blue"
"AHCYL1",2,"blue"
"TADA1",4,"yellow"
"MAP2K4",1,"turquoise"
"GNPTG",2,"blue"
"ARNT2",7,"black"
"NAP1L4",1,"turquoise"
"ZC3H15",1,"turquoise"
"SSR1",2,"blue"
"PPIB",1,"turquoise"
"NEK7",1,"turquoise"
"WBP2",3,"brown"
"POLR3E",6,"red"
"NCOA5",1,"turquoise"
"EXOSC7",1,"turquoise"
"SKAP2",4,"yellow"
"KCNQ4",3,"brown"
"KBTBD2",1,"turquoise"
"GNAO1",1,"turquoise"
"CCDC6",1,"turquoise"
"CBFB",1,"turquoise"
"MTMR12",2,"blue"
"KCNN3",1,"turquoise"
"ATP2B1",1,"turquoise"
"SDC3",3,"brown"
"TRPC1",1,"turquoise"
"CALCRL",1,"turquoise"
"LRRC75A",1,"turquoise"
"ZNF76",0,"grey"
"RBP7",2,"blue"
"HDAC3",1,"turquoise"
"gga-mir-6591",1,"turquoise"
"FAM126A",2,"blue"
"PKD2",1,"turquoise"
"SPARCL1",1,"turquoise"
"ABHD17B",9,"magenta"
"HSPB7",1,"turquoise"
"SRP68",5,"green"
"UBAP2L",1,"turquoise"
"MTRR",1,"turquoise"
